cvegeo_inegi,cve_ent,estado,municipio,lat_centroid,lon_centroid,n_fires
07054,7,chiapas,mazata¡n,14.887970893719809,-92.54069504589371,46
07057,7,chiapas,motozintla,15.346059860277773,-92.28021013916667,40
07059,7,chiapas,ocosingo,16.81905622967564,-91.81998070800553,161
07060,7,chiapas,ocotepec,17.2018444444444,-93.1959305555556,1
07061,7,chiapas,ocozocoautla de espinosa,16.81507295409357,-93.51812422046784,114
07063,7,chiapas,osumacinta,16.912922222222228,-93.12147142857144,7
07064,7,chiapas,oxchuc,16.73564889111112,-92.27039389777778,5
07065,7,chiapas,palenque,17.375232057575758,-91.62640354141413,11
07066,7,chiapas,pantelha³,17.0148056,-92.4942778,1
07067,7,chiapas,pantepec,17.178403997530868,-93.03421235802469,9
07068,7,chiapas,pichucalco,17.4489652777778,-93.18535833333334,2
07069,7,chiapas,pijijiapan,15.653556109777774,-93.16485266733335,50
07070,7,chiapas,el porvenir,15.427199537037033,-92.24886342037037,6
07071,7,chiapas,villa comaltitla¡n,15.109600315458938,-92.70474536376813,115
07072,7,chiapas,pueblo nuevo solistahuaca¡n,17.177668741666675,-92.90779236111109,4
07073,7,chiapas,raya³n,17.165995833333337,-93.00532916666666,4
07075,7,chiapas,las rosas,16.414856466666667,-92.38741667777778,3
07076,7,chiapas,sabanilla,17.3273,-92.65064584999999,2
07077,7,chiapas,salto de agua,17.32536525,-91.99758335,2
07078,7,chiapas,san crista³bal de las casas,16.710819063098878,-92.62115624301734,109
07079,7,chiapas,san fernando,16.846551850000004,-93.18217608333333,18
07080,7,chiapas,siltepec,15.70695612767661,-92.40022007212103,10
07081,7,chiapas,simojovel,17.1035944444444,-92.6589777777778,1
07085,7,chiapas,soyala³,16.906700615432108,-92.94357391728396,18
07086,7,chiapas,suchiapa,16.564025769444445,-93.11397932129631,36
07089,7,chiapas,tapachula,15.44923125,-92.5519923611111,4
07090,7,chiapas,tapalapa,17.176422083333343,-93.10540541666668,20
07093,7,chiapas,tenejapa,16.829896296296273,-92.48865231481483,6
07094,7,chiapas,teopisca,16.53858481481482,-92.48902185074074,30
07096,7,chiapas,tila,17.419882400000002,-92.58887316666666,3
07097,7,chiapas,tonala¡,16.027506584156377,-93.69032520500686,162
07098,7,chiapas,totolapa,16.535568055555558,-92.61565486111111,12
07099,7,chiapas,la trinitaria,16.09873222148148,-91.92750444666666,30
07100,7,chiapas,tumbala¡,17.3074444,-92.3411111,1
07101,7,chiapas,tuxtla gutia©rrez,16.76533906517997,-93.12098916283254,142
07104,7,chiapas,tzimol,16.18627806444444,-92.31451861444445,10
07105,7,chiapas,unia³n jua¡rez,15.1045972222222,-92.0965555555556,1
07106,7,chiapas,venustiano carranza,16.40227916666667,-92.53172013888889,4
07107,7,chiapas,villa corzo,16.080742320474698,-93.25452772571727,426
07108,7,chiapas,villaflores,16.321986525071225,-93.47711034267807,195
07109,7,chiapas,yajala³n,17.16255415,-92.34346525000001,2
07110,7,chiapas,san lucas,16.647225000000002,-92.77581180555555,4
07111,7,chiapas,zinacanta¡n,16.73282361111111,-92.77116513040936,38
07112,7,chiapas,san juan cancuc,16.92011111111111,-92.43683055555556,1
07114,7,chiapas,benema©rito de las ama©ricas,16.39539074444443,-90.57207407037036,3
07115,7,chiapas,maravilla tenejapa,16.3132027777778,-91.1609888888889,1
07116,7,chiapas,marqua©s de comillas,16.185422199999998,-90.71370416666664,2
07117,7,chiapas,montecristo de guerrero,15.691648486363626,-92.62480997424242,22
07120,7,chiapas,el parral,16.24778055555556,-93.11837438271607,9
07121,7,chiapas,rinca³n chamula san pedro,17.183085185185178,-92.9240875,6
07122,7,chiapas,el parral,16.31729670173612,-92.99370547083333,32
07123,7,chiapas,emiliano zapata,16.5461111111111,-92.90175,1
07124,7,chiapas,mezcalapa,17.301102788888898,-93.55941250000001,2
07125,7,chiapas,honduras de la sierra,15.6421305555556,-92.4291305555556,1
08001,8,chihuahua,ahumada,29.87856435185185,-106.594024537037,6
08002,8,chihuahua,aldama,28.7943138888889,-105.902263888889,1
08004,8,chihuahua,aquiles serda¡n,28.5616222222222,-105.928272222222,1
08006,8,chihuahua,bacha­niva,28.787950000000002,-107.386036111111,2
08007,8,chihuahua,balleza,26.51057496658512,-106.51697119429154,545
08008,8,chihuahua,batopilas de manuel ga³mez mora­n,26.94582685208334,-107.62763853703707,48
08009,8,chihuahua,bocoyna,27.798468038543724,-107.63479613272519,676
08010,8,chihuahua,buenaventura,29.56287388888891,-107.11021018518527,15
08012,8,chihuahua,caricha­,27.91802137681159,-107.19774879227052,23
08013,8,chihuahua,casas grandes,30.182819775132284,-108.25955455026455,42
08014,8,chihuahua,chihuahua,28.67548571428572,-106.19476150793658,14
08015,8,chihuahua,cha­nipas,27.572387499999977,-108.502970833333,4
08017,8,chihuahua,cuauhta©moc,28.788935,-106.88597888888921,5
08018,8,chihuahua,cusihuiriachi,28.148519444444453,-106.79599166666651,2
08019,8,chihuahua,chihuahua,28.827795541228063,-106.28179962865491,38
08020,8,chihuahua,cha­nipas,27.53073425617284,-108.51890898148147,18
08023,8,chihuahua,galeana,30.2801111111111,-107.754138888889,1
08024,8,chihuahua,santa isabel,28.322587499999997,-106.2439041666665,2
08025,8,chihuahua,ga³mez fara­as,29.283965277777803,-107.776423611111,2
08026,8,chihuahua,guachochi,27.4296166666667,-107.682169444444,1
08027,8,chihuahua,guachochi,26.983689242590337,-107.23551427222897,821
08028,8,chihuahua,guadalupe,30.8206194444444,-105.972325,1
08029,8,chihuahua,guadalupe y calvo,26.10608495007266,-106.91914222356621,2676
08030,8,chihuahua,guazapares,27.502699466172846,-108.14195991250001,180
08031,8,chihuahua,guerrero,28.19697478109162,-107.69353014132552,114
08033,8,chihuahua,ignacio zaragoza,29.86449305555555,-107.74802500000001,2
08034,8,chihuahua,ignacio zaragoza,30.05953586262625,-108.05937298989892,11
08035,8,chihuahua,janos,30.852203965873013,-108.65114526984112,14
08038,8,chihuahua,julimes,28.402925,-104.979227777778,1
08040,8,chihuahua,madera,29.40768758665675,-108.28829156746032,224
08041,8,chihuahua,maguarichi,27.765001074242424,-107.96937171464646,44
08043,8,chihuahua,matacha­,28.6824083333333,-107.750155555556,1
08044,8,chihuahua,matamoros,26.673325,-105.708686111111,1
08046,8,chihuahua,morelos,26.594004717907232,-107.71032601618123,103
08047,8,chihuahua,moris,28.127639341085274,-108.76131807493537,43
08048,8,chihuahua,namiquipa,29.42869290123457,-106.93448101851855,9
08049,8,chihuahua,nonoava,27.422126588888887,-106.61309049206356,7
08050,8,chihuahua,nuevo casas grandes,30.540163888888898,-107.8563555555555,2
08051,8,chihuahua,ocampo,28.155929891436315,-108.14381496151762,205
08054,8,chihuahua,riva palacio,28.640743055555575,-106.60695972222226,4
08056,8,chihuahua,rosario,27.2619222222222,-106.483244444444,1
08057,8,chihuahua,san francisco de borja,28.049000000000003,-106.87129166666666,1
08059,8,chihuahua,san francisco del oro,26.88211805555555,-106.048823611111,2
08060,8,chihuahua,santa ba¡rbara,26.7413722222222,-105.892811111111,1
08061,8,chihuahua,sateva³,27.60299375,-106.28801111111125,4
08063,8,chihuahua,tema³sachic,28.53271894900585,-108.23654741637426,95
08065,8,chihuahua,urique,27.383377102419132,-107.94899899324896,395
08066,8,chihuahua,uruachi,27.822450397707225,-108.35523104409167,63
08067,8,chihuahua,valle de zaragoza,27.52,-106.176666666667,1
09004,9,ciudad de ma©xico,cuajimalpa de morelos,19.295369853389875,-99.32703871171041,29
09005,9,ciudad de ma©xico,gustavo a. madero,19.524471308674634,-99.11905441436436,230
09007,9,ciudad de ma©xico,iztapalapa,19.33258965380571,-99.00715525213344,99
09008,9,ciudad de ma©xico,la magdalena contreras,19.262790208056366,-99.26389887945913,177
09009,9,ciudad de ma©xico,milpa alta,19.13445522875759,-99.05066884558236,3030
09010,9,ciudad de ma©xico,alvaro obrega³n,19.29315000772128,-99.27909921450095,59
09011,9,ciudad de ma©xico,tla¡huac,19.31567014774195,-98.98914410279782,116
09012,9,ciudad de ma©xico,tlalpan,19.156250516538055,-99.2188422749479,3013
09013,9,ciudad de ma©xico,xochimilco,19.246585183592952,-99.07974717584685,335
10001,10,durango,canatla¡n,24.341991074169876,-105.1212023085993,37
10002,10,durango,canelas,25.0859517090711,-106.40657340157479,84
10004,10,durango,cuencama©,24.2075,-103.59888888888888,1
10005,10,durango,durango,23.896410484622237,-104.97794976481323,351
10009,10,durango,guanaceva­,26.001536604699094,-106.26538415424594,80
10012,10,durango,lerdo,25.33739722222221,-103.65871027777771,10
10013,10,durango,mapima­,25.7886111111111,-103.787777777778,1
10014,10,durango,mezquital,22.905262334248096,-104.53856366866763,1262
10015,10,durango,nazas,25.4391666666667,-103.971111111111,1
10016,10,durango,nombre de dios,23.73873555555558,-104.26511722222213,5
10017,10,durango,ocampo,26.585522616349206,-106.06001861984124,14
10018,10,durango,el oro,25.213333333333352,-105.11805555555566,2
10019,10,durango,ota¡ez,24.738341352452174,-105.96724154144508,58
10021,10,durango,pea±a³n blanco,24.7174083333333,-104.243938888889,1
10022,10,durango,poanas,23.9352300985066,-103.844163823125,1
10023,10,durango,pueblo nuevo,23.517048153412198,-105.33327958230065,695
10025,10,durango,san bernardo,26.217271619393358,-105.778983756739,5
10026,10,durango,san dimas,24.229186957307764,-105.70688102732572,237
10030,10,durango,san pedro del gallo,25.6557388888889,-104.18155,1
10032,10,durango,santiago papasquiaro,24.96110234846132,-106.00079964961013,118
10033,10,durango,saºchil,23.28292159999999,-104.25682371604944,9
10034,10,durango,tamazula,25.096759574924004,-106.775142860518,173
10035,10,durango,tepehuanes,25.428089653598366,-106.10714977512741,109
10037,10,durango,topia,25.230510440456367,-106.5220608900271,46
10038,10,durango,vicente guerrero,23.8213888888889,-103.871944444444,1
10039,10,durango,nuevo ideal,24.86583916666667,-105.16219191111111,10
11001,11,guanajuato,abasolo,20.427660333333332,-101.52019422222224,15
11002,11,guanajuato,aca¡mbaro,20.023036111111104,-100.7585460444444,5
11003,11,guanajuato,san miguel de allende,20.871686914814816,-100.78663619907405,12
11006,11,guanajuato,atarjea,21.294560111111114,-99.77432045238096,7
11007,11,guanajuato,celaya,20.41731652222223,-100.7439661333334,10
11008,11,guanajuato,manuel doblado,20.714186237373728,-101.97430335858589,11
11009,11,guanajuato,comonfort,20.7405444,-100.745742,1
11010,11,guanajuato,coroneo,20.23300972222222,-100.41372083333334,2
11012,11,guanajuato,cuera¡maro,20.585376922222224,-101.6772011444445,10
11014,11,guanajuato,dolores hidalgo cuna de la independencia nacional,21.14739791408586,-101.05216601889893,22
11015,11,guanajuato,guanajuato,21.04769105719697,-101.22104332512627,88
11016,11,guanajuato,huana­maro,20.386294555555544,-101.51348222222225,5
11017,11,guanajuato,irapuato,20.693515833333326,-101.39668243055551,8
11018,11,guanajuato,jaral del progreso,20.336779166666666,-100.99894861111112,2
11019,11,guanajuato,jera©cuaro,20.15346243425925,-100.5073016238427,24
11020,11,guanajuato,lea³n,21.234292949572644,-101.65101252136755,13
11021,11,guanajuato,morolea³n,20.036083333333334,-101.26305555555555,1
11022,11,guanajuato,ocampo,21.555889973611123,-101.51942349305561,16
11023,11,guanajuato,pa©njamo,20.456582580268204,-101.78289761681226,29
11025,11,guanajuato,pura­sima del rinca³n,20.992112037037035,-101.89182222222223,3
11027,11,guanajuato,salamanca,20.89037222222223,-101.09390555555557,3
11028,11,guanajuato,salvatierra,20.205931009259263,-100.92812409259267,6
11029,11,guanajuato,san diego de la unia³n,21.493724259259253,-100.90449314814819,15
11030,11,guanajuato,san felipe,21.46133755520165,-101.22157016064881,81
11032,11,guanajuato,san josa© iturbide,20.97575668253969,-100.37404353968263,7
11033,11,guanajuato,san luis de la paz,21.53163501825396,-100.45565351587312,14
11034,11,guanajuato,santa catarina,21.203833333333332,-100.10605555555556,1
11035,11,guanajuato,santa cruz de juventino rosas,20.69233757777779,-101.02246577777775,4
11037,11,guanajuato,silao de la victoria,21.01038502037037,-101.38270937037045,18
11039,11,guanajuato,tarimoro,20.280268749999976,-100.7129006666665,4
11040,11,guanajuato,tierra blanca,21.0667769444444,-100.201949444444,1
11042,11,guanajuato,valle de santiago,20.341503415384615,-101.22286477777779,13
11043,11,guanajuato,victoria,21.33934431428571,-100.19198647619046,14
11045,11,guanajuato,xichaº,21.377806868888886,-99.99610091629626,15
11046,11,guanajuato,yuriria,20.08692422222223,-101.34130644444447,5
12001,12,guerrero,acapulco de jua¡rez,16.995746783301406,-99.79455928676832,348
12002,12,guerrero,ahuacuotzingo,17.7103540869281,-98.89961405294117,17
12003,12,guerrero,ajuchitla¡n del progreso,17.884246981417625,-100.64226178160919,58
12004,12,guerrero,alcozauca de guerrero,17.40468745555555,-98.39223270752689,31
12005,12,guerrero,alpoyeca,17.665364506172843,-98.49314567901234,9
12006,12,guerrero,apaxtla,18.128940007222223,-100.01437541722223,20
12007,12,guerrero,arcelia,18.24496319666667,-100.20229815555561,20
12008,12,guerrero,atenango del ra­o,18.155237730555562,-98.9626005419753,36
12009,12,guerrero,atlamajalcingo del monte,17.2997925925926,-98.57210740740739,3
12010,12,guerrero,atlixtac,17.55674999891599,-98.84350399783199,41
12011,12,guerrero,atoyac de alvarez,17.299677738142616,-100.37226958540634,67
12012,12,guerrero,ayutla de los libres,17.026921090123466,-99.08678991687245,27
12013,12,guerrero,azoyaº,16.71943750277775,-98.55904235,4
12014,12,guerrero,benito jua¡rez,17.0523888888889,-100.302555555556,1
12015,12,guerrero,buenavista de cua©llar,18.477645658333326,-99.41379565694446,16
12016,12,guerrero,coahuayutla de josa© mara­a izazaga,18.164891558547012,-101.50643985897433,26
12017,12,guerrero,cocula,18.090919444444435,-99.75156944444444,3
12019,12,guerrero,copalillo,18.017072424768514,-99.02291493055557,16
12020,12,guerrero,copanatoyac,17.479094999999997,-98.81807463259261,15
12021,12,guerrero,coyuca de bena­tez,17.06950175161855,-100.01313503604551,127
12022,12,guerrero,coyuca de catala¡n,18.039577703838383,-100.92771763535355,110
12024,12,guerrero,cuala¡c,17.72558331777778,-98.65072110888889,5
12025,12,guerrero,cuautepec,16.7755125,-98.88697083333335,2
12026,12,guerrero,cuetzala del progreso,18.037842857142863,-99.82076388888888,7
12027,12,guerrero,cutzamala de pinza³n,18.642640178518512,-100.60793544444442,15
12028,12,guerrero,chilapa de alvarez,17.572883333333344,-99.19069629629628,9
12029,12,guerrero,chilpancingo de los bravo,17.411653930253248,-99.56385435254393,487
12031,12,guerrero,general canuto a. neri,18.443562480555553,-100.10333122222234,4
12032,12,guerrero,general heliodoro castillo,17.721653804526746,-100.00874148641975,27
12033,12,guerrero,huamuxtitla¡n,17.779310555000016,-98.52378430333334,20
12034,12,guerrero,huitzuco de los figueroa,18.13305992010582,-99.272731744709,42
12035,12,guerrero,iguala de la independencia,18.299212037037034,-99.59723078703702,12
12036,12,guerrero,igualapa,16.88762685925925,-98.50190277222221,6
12037,12,guerrero,ixcateopan de cuauhta©moc,18.437683333333332,-99.79648611111111,1
12038,12,guerrero,zihuatanejo de azueta,17.854036967094025,-101.39185644444447,26
12039,12,guerrero,juan r. escudero,17.171355933838385,-99.51793270404042,44
12040,12,guerrero,leonardo bravo,17.632923561111106,-99.73517038690477,56
12041,12,guerrero,malinaltepec,17.19280343398694,-98.67771650457517,17
12042,12,guerrero,ma¡rtir de cuilapan,17.806707665134088,-99.34073256168583,29
12043,12,guerrero,metlata³noc,17.065190310840112,-98.44510758726288,41
12044,12,guerrero,mochitla¡n,17.339748039869278,-99.39920833420479,51
12045,12,guerrero,olinala¡,17.82008541666667,-98.73829305972222,8
12046,12,guerrero,ometepec,16.67540972777778,-98.34798657407408,6
12048,12,guerrero,petatla¡n,17.624554419696967,-101.17022504545452,22
12049,12,guerrero,pilcaya,18.695522222222237,-99.63562083333333,4
12051,12,guerrero,quechultenango,17.301701157407415,-99.2235201388889,12
12052,12,guerrero,san luis acatla¡n,16.86004123552426,-98.71600704068858,71
12053,12,guerrero,san marcos,16.794372729292927,-99.39867474545454,11
12054,12,guerrero,san miguel totolapan,17.831383559637185,-100.30518644897964,49
12055,12,guerrero,taxco de alarca³n,18.485376425203256,-99.58929383306234,41
12056,12,guerrero,tecoanapa,17.027677281746037,-99.32825575396826,28
12057,12,guerrero,ta©cpan de galeana,17.43534555753086,-100.71056818024691,45
12058,12,guerrero,teloloapan,18.270057633333348,-100.00997644444446,4
12059,12,guerrero,tepecoacuilco de trujano,18.03421547777777,-99.43267659365078,7
12060,12,guerrero,tetipac,18.6348074,-99.62913147407407,3
12061,12,guerrero,tixtla de guerrero,17.615588429629625,-99.41269722037038,6
12062,12,guerrero,tlacoachistlahuaca,16.925159778962957,-98.28896844281482,75
12063,12,guerrero,tlacoapa,17.171351851851853,-98.819,3
12064,12,guerrero,tlalchapa,18.470105949206353,-100.41796663492062,14
12065,12,guerrero,tlalixtaquilla de maldonado,17.6034527777778,-98.4174138888889,1
12066,12,guerrero,tlapa de comonfort,17.556271784795328,-98.690584648538,19
12067,12,guerrero,tlapehuala,18.27317708333335,-100.44739236111124,4
12068,12,guerrero,la unia³n de isidoro montes de oca,18.009070277777777,-101.82256724444444,10
12069,12,guerrero,xalpatla¡huac,17.422139279365087,-98.5327876920635,7
12070,12,guerrero,xochihuehuetla¡n,17.852178783838383,-98.46611818282827,11
12071,12,guerrero,xochistlahuaca,16.894659324206344,-98.16088264007938,28
12072,12,guerrero,zapotitla¡n tablas,17.4700222,-98.7808139,1
12073,12,guerrero,zira¡ndaro,18.333381541176472,-101.20206563725485,34
12074,12,guerrero,zitlala,17.7456267094017,-99.18494807692309,13
12075,12,guerrero,eduardo neri,17.74068650051921,-99.56173078878506,107
12076,12,guerrero,acatepec,17.16670846560847,-99.07346785714286,21
12077,12,guerrero,marquelia,16.6995388888889,-98.7508027777778,1
12078,12,guerrero,cochoapa el grande,17.065566831372543,-98.4331568624183,68
12081,12,guerrero,iliatenco,17.038811797222213,-98.60665694166669,8
12083,12,guerrero,auu savi,16.914619444444444,-98.94343888888889,1
12084,12,guerrero,santa cruz del rinca³n,16.972191666666667,-98.73269305555556,2
13001,13,hidalgo,acatla¡n,20.114932520662766,-98.47124571461988,57
13002,13,hidalgo,acaxochitla¡n,20.13310378650138,-98.1938806594123,242
13003,13,hidalgo,actopan,20.342441666666666,-98.87801837962964,6
13004,13,hidalgo,agua blanca de iturbide,20.356089709178743,-98.37935517536232,23
13005,13,hidalgo,ajacuba,20.13601388888889,-99.0717625,2
13007,13,hidalgo,almoloya,19.751946113840155,-98.33196434678364,57
13008,13,hidalgo,apan,19.73689408625731,-98.43259586432748,38
13009,13,hidalgo,el arenal,20.229019687922708,-98.87238809613527,23
13011,13,hidalgo,atlapexco,21.0477,-98.4043027777778,2
13012,13,hidalgo,atotonilco el grande,20.329249409722234,-98.69826409722224,8
13014,13,hidalgo,calnali,20.8774138888889,-98.5937666666667,1
13015,13,hidalgo,cardonal,20.572866597222223,-99.01743340277778,4
13016,13,hidalgo,cuautepec de hinojosa,20.01158000609756,-98.27699537831978,82
13017,13,hidalgo,chapantongo,20.3011,-99.5301666666667,1
13018,13,hidalgo,chapulhuaca¡n,21.1496111111111,-98.8883055555556,1
13020,13,hidalgo,eloxochitla¡n,20.73449319444445,-98.79418541666665,2
13021,13,hidalgo,emiliano zapata,19.6791472,-98.6066694,1
13022,13,hidalgo,epazoyucan,20.084542806296305,-98.63227370796297,60
13024,13,hidalgo,huasca de ocampo,20.17231077222222,-98.55029240864198,18
13025,13,hidalgo,huautla,20.4574194444444,-98.0843916666667,1
13027,13,hidalgo,huehuetla,20.4219694444444,-98.1319222222222,1
13030,13,hidalgo,ixmiquilpan,20.406866666666666,-99.13208888888889,1
13031,13,hidalgo,jacala de ledezma,20.9592486111111,-99.10626111111111,2
13033,13,hidalgo,jua¡rez hidalgo,20.820479107936507,-98.82727890793652,14
13034,13,hidalgo,lolotla,20.9266524962963,-98.72172145308645,9
13035,13,hidalgo,metepec,20.296939488888885,-98.35115399506174,18
13036,13,hidalgo,san agusta­n metzquititla¡n,20.557869919658113,-98.57722408076924,26
13037,13,hidalgo,metztitla¡n,20.609852365359487,-98.75437830326798,17
13038,13,hidalgo,mineral del chico,20.210770095726488,-98.74717526923078,26
13039,13,hidalgo,mineral del monte,20.14205138888889,-98.6611427469136,18
13040,13,hidalgo,la misia³n,21.06696041666668,-99.0900888888889,4
13042,13,hidalgo,molango de escamilla,20.85082833333334,-98.76565167111112,5
13043,13,hidalgo,nicola¡s flores,20.793525886111112,-99.16451395416668,16
13044,13,hidalgo,nopala de villagra¡n,20.1850277777778,-99.5391944444444,1
13045,13,hidalgo,omitla¡n de jua¡rez,20.146726270370372,-98.60829172645502,42
13047,13,hidalgo,pacula,20.9079389,-99.2655028,1
13048,13,hidalgo,pachuca de soto,20.120736025985664,-98.75772281362008,62
13049,13,hidalgo,pisaflores,21.225968057407403,-98.97834721666668,6
13051,13,hidalgo,mineral de la reforma,20.087971594982083,-98.70380448028673,31
13052,13,hidalgo,san agusta­n tlaxiaca,20.117900314009656,-98.85980222222223,23
13053,13,hidalgo,san bartolo tutotepec,20.42382997777778,-98.24357353737373,11
13054,13,hidalgo,san salvador,20.24113111111111,-99.03035944444444,5
13055,13,hidalgo,santiago de anaya,20.37573750000002,-98.9593833888889,5
13056,13,hidalgo,santiago tulantepec de lugo guerrero,20.064853184281844,-98.41004803523036,41
13057,13,hidalgo,singuilucan,19.99104196467991,-98.46670314547463,151
13058,13,hidalgo,tasquillo,20.55867222222225,-99.3479597222222,2
13060,13,hidalgo,tenango de doria,20.330813934126986,-98.24267805634919,14
13061,13,hidalgo,tepeapulco,19.855709152727275,-98.47898252929294,55
13062,13,hidalgo,tepehuaca¡n de guerrero,20.976816666666664,-98.82775833333334,1
13063,13,hidalgo,tepeji del ra­o de ocampo,19.91267291666665,-99.39765208333333,4
13064,13,hidalgo,tepetitla¡n,20.1737083333333,-99.41435,1
13066,13,hidalgo,villa de tezontepec,19.91644305555555,-98.78885416666667,2
13067,13,hidalgo,tezontepec de aldama,20.212345833333302,-99.3135888888889,2
13068,13,hidalgo,tianguistengo,20.726828337301587,-98.60614210079366,14
13071,13,hidalgo,tlahuiltepa,20.9157408509804,-98.9443607745098,17
13072,13,hidalgo,tlanalapa,19.828851332592603,-98.58716321925927,15
13073,13,hidalgo,tlanchinol,20.98360415,-98.64779676666667,6
13075,13,hidalgo,tolcayuca,19.962637962962962,-98.90375694444445,6
13077,13,hidalgo,tulancingo de bravo,20.11565971944444,-98.3451475658565,96
13079,13,hidalgo,xochicoatla¡n,20.75753054444445,-98.6552000111111,2
13081,13,hidalgo,zacualtipa¡n de angeles,20.649133766538952,-98.6392367146871,87
13082,13,hidalgo,zapotla¡n de jua¡rez,20.0247916666667,-98.8637555555556,1
13083,13,hidalgo,zempoala,19.92258084010841,-98.65716730406506,41
13084,13,hidalgo,zimapa¡n,20.83743194691358,-99.25254314629632,18
14000,14,jalisco,bolaa±os,21.8463373015873,-104.18978769841272,14
14001,14,jalisco,acatic,20.83717008677273,-102.90348035762418,11
14002,14,jalisco,acatla¡n de jua¡rez,20.42457595893888,-103.57859879658209,20
14003,14,jalisco,ahualulco de mercado,20.731768699262805,-103.92656734282015,69
14004,14,jalisco,amacueca,20.07205327190889,-103.63645658152224,25
14005,14,jalisco,amatita¡n,20.80901888394105,-103.74476457586543,36
14006,14,jalisco,ameca,20.569592134161823,-104.10839728011399,62
14007,14,jalisco,san juanito de escobedo,20.812859322647146,-103.95801210325004,70
14008,14,jalisco,arandas,20.7184837925926,-102.3947111296295,6
14009,14,jalisco,el arenal,20.750572272484543,-103.6525613606786,87
14010,14,jalisco,atemajac de brizuela,20.153826859538345,-103.69423298047515,102
14011,14,jalisco,atengo,20.331257291666674,-104.27881475694447,16
14012,14,jalisco,atenguillo,20.357950260336303,-104.53875129955664,116
14013,14,jalisco,atotonilco el alto,20.465710525176327,-102.56486607039152,46
14014,14,jalisco,atoyac,19.965419755338953,-103.40034750379878,85
14015,14,jalisco,autla¡n de navarro,19.698134629415094,-104.32012731158929,53
14016,14,jalisco,ayotla¡n,20.511188424164445,-102.33325961892753,25
14017,14,jalisco,ayutla,20.059774085849302,-104.53613470072774,32
14018,14,jalisco,la barca,20.432838161403506,-102.55279175146194,38
14019,14,jalisco,bolaa±os,21.873792419494944,-103.97877600430486,211
14020,14,jalisco,cabo corrientes,20.34975834012869,-105.31134764736781,189
14021,14,jalisco,casimiro castillo,19.61105303424936,-104.48547491096484,147
14022,14,jalisco,cihuatla¡n,19.26169386115309,-104.65930738588315,27
14023,14,jalisco,zapotla¡n el grande,19.725735584315196,-103.45968398425299,117
14024,14,jalisco,cocula,20.33343347576622,-103.85891366119111,25
14025,14,jalisco,colotla¡n,21.992773687200536,-103.32050580651348,41
14026,14,jalisco,concepcia³n de buenos aires,19.953910073559634,-103.25659446089593,158
14027,14,jalisco,cuautitla¡n de garca­a barraga¡n,19.4515902003942,-104.27302217189197,345
14028,14,jalisco,cuautla,20.205911314067166,-104.52288305656946,67
14030,14,jalisco,chapala,20.32889326632997,-103.19348438047136,33
14031,14,jalisco,chimaltita¡n,21.747444444444447,-103.6246997444445,10
14032,14,jalisco,chiquilistla¡n,20.089005958653047,-103.85656747017732,93
14033,14,jalisco,degollado,20.5118104962963,-102.14659727160492,9
14034,14,jalisco,ejutla,19.904821783040934,-104.1490927017544,19
14035,14,jalisco,encarnacia³n de da­az,21.476706574074072,-102.24302814814824,30
14036,14,jalisco,etzatla¡n,20.74419486860855,-104.1319312610299,78
14037,14,jalisco,el grullo,19.82250305030247,-104.20006364698145,9
14038,14,jalisco,guachinango,20.616548197223164,-104.39095471603554,59
14039,14,jalisco,guadalajara,20.724725690735195,-103.30464656916915,18
14040,14,jalisco,hostotipaquillo,20.991950314256425,-104.07159834884861,103
14041,14,jalisco,huejaºcar,22.3605138888889,-103.21131527777774,4
14042,14,jalisco,huejuquilla el alto,22.438748358653086,-103.93423317181106,36
14043,14,jalisco,la huerta,19.464470481987,-104.82563621745494,106
14044,14,jalisco,ixtlahuaca¡n de los membrillos,20.35226641494329,-103.20071148949384,29
14045,14,jalisco,ixtlahuaca¡n del ra­o,20.85778106060605,-103.2452002222222,11
14046,14,jalisco,jalostotitla¡n,21.206943749999983,-102.50272430555576,8
14047,14,jalisco,jamay,20.329415593006694,-102.704309328022,5
14048,14,jalisco,jesaºs mara­a,20.809654087211737,-102.08613898951783,53
14049,14,jalisco,jilotla¡n de los dolores,19.361648830409358,-103.06158932163738,19
14050,14,jalisco,jocotepec,20.337984791915613,-103.45313443453531,84
14051,14,jalisco,juanacatla¡n,20.488264860028657,-103.12184455732188,38
14052,14,jalisco,juchitla¡n,20.062348333333325,-104.04580833333316,5
14053,14,jalisco,lagos de moreno,21.403555104134366,-101.90789927648585,43
14054,14,jalisco,el lima³n,19.811087037037037,-104.0840296296297,3
14055,14,jalisco,magdalena,20.892009345386068,-103.97924051883237,118
14056,14,jalisco,santa mara­a del oro,19.5886111,-103.022222,1
14057,14,jalisco,la manzanilla de la paz,20.00077561728395,-103.14803479012343,9
14058,14,jalisco,mascota,20.526888346594582,-104.76443947543764,236
14059,14,jalisco,mazamitla,19.900975320443827,-103.06716645726591,251
14061,14,jalisco,mezquitic,22.137838000575332,-104.1182067085518,481
14062,14,jalisco,mixtla¡n,20.51572927804859,-104.44077479056305,67
14063,14,jalisco,ocotla¡n,20.41160507004831,-102.66194904830914,23
14064,14,jalisco,ojuelos de jalisco,21.8198173611111,-101.77827916666662,8
14065,14,jalisco,pihuamo,19.29286488888889,-103.32819123555554,25
14066,14,jalisco,poncitla¡n,20.34501657377663,-102.95478960110127,87
14067,14,jalisco,puerto vallarta,20.651961111640215,-105.1819123121694,21
